race_date,place_code,race_no,bet_type,bet_name,kumi_ban,payout,popularity
2026-03-26,42,1,SH2,二車複,1=2,160,1
2026-03-26,42,1,ST2,二車単,1-2,220,1
2026-03-26,42,1,RH3,三連複,1=2=4,470,2
2026-03-26,42,1,RT3,三連単,1-2-4,1060,3
2026-03-26,42,1,W,ワイド,1=2,110,1
2026-03-26,42,1,W,ワイド,1=4,210,4
2026-03-26,42,1,W,ワイド,2=4,420,6
2026-03-26,42,2,SH2,二車複,1=7,11210,10
2026-03-26,42,2,ST2,二車単,1-7,9320,8
2026-03-26,42,2,RH3,三連複,1=2=7,7900,11
2026-03-26,42,2,RT3,三連単,1-7-2,47470,32
2026-03-26,42,2,W,ワイド,1=7,4120,15
2026-03-26,42,2,W,ワイド,1=2,160,1
2026-03-26,42,2,W,ワイド,2=7,5850,17
2026-03-26,42,3,SH2,二車複,1=2,510,2
2026-03-26,42,3,ST2,二車単,1-2,760,1
2026-03-26,42,3,RH3,三連複,1=2=3,780,3
2026-03-26,42,3,RT3,三連単,1-2-3,3480,6
2026-03-26,42,3,W,ワイド,1=2,230,2
2026-03-26,42,3,W,ワイド,1=3,240,3
2026-03-26,42,3,W,ワイド,2=3,340,4
2026-03-26,42,4,SH2,二車複,1=6,3420,9
2026-03-26,42,4,ST2,二車単,1-6,4510,9
2026-03-26,42,4,RH3,三連複,1=3=6,3990,9
2026-03-26,42,4,RT3,三連単,1-6-3,25280,47
2026-03-26,42,4,W,ワイド,1=6,930,9
2026-03-26,42,4,W,ワイド,1=3,340,4
2026-03-26,42,4,W,ワイド,3=6,1210,10
2026-03-26,42,5,SH2,二車複,1=4,1260,5
2026-03-26,42,5,ST2,二車単,1-4,3020,8
2026-03-26,42,5,RH3,三連複,1=2=4,890,3
2026-03-26,42,5,RT3,三連単,1-4-2,7420,21
2026-03-26,42,5,W,ワイド,1=4,360,6
2026-03-26,42,5,W,ワイド,1=2,140,1
2026-03-26,42,5,W,ワイド,2=4,540,9
2026-03-26,42,6,SH2,二車複,2=4,320,1
2026-03-26,42,6,ST2,二車単,4-2,540,2
2026-03-26,42,6,RH3,三連複,2=4=6,510,2
2026-03-26,42,6,RT3,三連単,4-2-6,3370,10
2026-03-26,42,6,W,ワイド,2=4,180,1
2026-03-26,42,6,W,ワイド,4=6,360,8
2026-03-26,42,6,W,ワイド,2=6,190,2
2026-03-26,42,7,SH2,二車複,1=2,170,1
2026-03-26,42,7,ST2,二車単,1-2,240,1
2026-03-26,42,7,RH3,三連複,1=2=7,2390,6
2026-03-26,42,7,RT3,三連単,1-2-7,4860,16
2026-03-26,42,7,W,ワイド,1=2,130,1
2026-03-26,42,7,W,ワイド,1=7,680,9
2026-03-26,42,7,W,ワイド,2=7,1160,13
2026-03-26,44,1,SH2,二車複,3=4,460,2
2026-03-26,44,1,ST2,二車単,4-3,610,2
2026-03-26,44,1,RH3,三連複,2=3=4,1900,10
2026-03-26,44,1,RT3,三連単,4-3-2,3650,10
2026-03-26,44,1,W,ワイド,3=4,260,3
2026-03-26,44,1,W,ワイド,2=4,430,8
2026-03-26,44,1,W,ワイド,2=3,860,14
2026-03-26,44,2,SH2,二車複,2=5,290,2
2026-03-26,44,2,ST2,二車単,2-5,550,3
2026-03-26,44,2,RH3,三連複,2=3=5,140,1
2026-03-26,44,2,RT3,三連単,2-5-3,770,3
2026-03-26,44,2,W,ワイド,2=5,130,2
2026-03-26,44,2,W,ワイド,2=3,100,1
2026-03-26,44,2,W,ワイド,3=5,140,3
2026-03-26,44,3,SH2,二車複,1=4,150,1
2026-03-26,44,3,ST2,二車単,1-4,260,1
2026-03-26,44,3,RH3,三連複,1=4=7,320,1
2026-03-26,44,3,RT3,三連単,1-4-7,730,1
2026-03-26,44,3,W,ワイド,1=4,110,1
2026-03-26,44,3,W,ワイド,1=7,250,3
2026-03-26,44,3,W,ワイド,4=7,290,4
2026-03-26,44,4,SH2,二車複,1=7,520,3
2026-03-26,44,4,ST2,二車単,1-7,560,1
2026-03-26,44,4,RH3,三連複,1=2=7,2360,11
2026-03-26,44,4,RT3,三連単,1-7-2,5180,15
2026-03-26,44,4,W,ワイド,1=7,290,3
2026-03-26,44,4,W,ワイド,1=2,730,12
2026-03-26,44,4,W,ワイド,2=7,690,11
2026-03-26,44,5,SH2,二車複,3=7,3640,7
2026-03-26,44,5,ST2,二車単,3-7,7730,18
2026-03-26,44,5,RH3,三連複,1=3=7,1400,5
2026-03-26,44,5,RT3,三連単,3-7-1,35100,67
2026-03-26,44,5,W,ワイド,3=7,620,8
2026-03-26,44,5,W,ワイド,1=3,1180,14
2026-03-26,44,5,W,ワイド,1=7,140,1
2026-03-26,44,6,SH2,二車複,1=6,520,2
2026-03-26,44,6,ST2,二車単,1-6,920,2
2026-03-26,44,6,RH3,三連複,1=5=6,520,1
2026-03-26,44,6,RT3,三連単,1-6-5,2690,4
2026-03-26,44,6,W,ワイド,1=6,180,1
2026-03-26,44,6,W,ワイド,1=5,180,2
2026-03-26,44,6,W,ワイド,5=6,450,10
2026-03-26,44,7,SH2,二車複,2=4,420,2
2026-03-26,44,7,ST2,二車単,4-2,880,3
2026-03-26,44,7,RH3,三連複,2=4=6,1570,5
2026-03-26,44,7,RT3,三連単,4-2-6,4680,17
2026-03-26,44,7,W,ワイド,2=4,240,2
2026-03-26,44,7,W,ワイド,4=6,1180,16
2026-03-26,44,7,W,ワイド,2=6,730,9
2026-03-26,44,8,SH2,二車複,3=5,4410,12
2026-03-26,44,8,ST2,二車単,3-5,8720,20
2026-03-26,44,8,RH3,三連複,3=5=7,480,1
2026-03-26,44,8,RT3,三連単,3-5-7,7700,25
2026-03-26,44,8,W,ワイド,3=5,550,9
2026-03-26,44,8,W,ワイド,3=7,170,1
2026-03-26,44,8,W,ワイド,5=7,430,6
2026-03-26,44,9,SH2,二車複,1=6,2930,7
2026-03-26,44,9,ST2,二車単,6-1,6700,19
2026-03-26,44,9,RH3,三連複,1=6=7,4690,16
2026-03-26,44,9,RT3,三連単,6-1-7,23320,72
2026-03-26,44,9,W,ワイド,1=6,880,15
2026-03-26,44,9,W,ワイド,6=7,630,11
2026-03-26,44,9,W,ワイド,1=7,370,5
2026-03-26,44,10,SH2,二車複,2=5,160,1
2026-03-26,44,10,ST2,二車単,5-2,310,2
2026-03-26,44,10,RH3,三連複,1=2=5,450,2
2026-03-26,44,10,RT3,三連単,5-2-1,1190,3
2026-03-26,44,10,W,ワイド,2=5,140,1
2026-03-26,44,10,W,ワイド,1=5,300,4
2026-03-26,44,10,W,ワイド,1=2,320,5
2026-03-26,44,11,SH2,二車複,1=6,1300,6
2026-03-26,44,11,ST2,二車単,1-6,2620,10
2026-03-26,44,11,RH3,三連複,1=2=6,610,3
2026-03-26,44,11,RT3,三連単,1-6-2,5190,23
2026-03-26,44,11,W,ワイド,1=6,400,8
2026-03-26,44,11,W,ワイド,1=2,210,2
2026-03-26,44,11,W,ワイド,2=6,310,5
2026-03-26,44,12,SH2,二車複,1=7,130,1
2026-03-26,44,12,ST2,二車単,7-1,670,2
2026-03-26,44,12,RH3,三連複,1=6=7,580,3
2026-03-26,44,12,RT3,三連単,7-1-6,4500,12
2026-03-26,44,12,W,ワイド,1=7,130,1
2026-03-26,44,12,W,ワイド,6=7,380,8
2026-03-26,44,12,W,ワイド,1=6,240,3
2026-03-26,56,1,SH2,二車複,1=2,220,1
2026-03-26,56,1,ST2,二車単,1-2,350,1
2026-03-26,56,1,RH3,三連複,1=2=3,170,1
2026-03-26,56,1,RT3,三連単,1-2-3,580,1
2026-03-26,56,1,W,ワイド,1=2,110,1
2026-03-26,56,1,W,ワイド,1=3,180,2
2026-03-26,56,1,W,ワイド,2=3,180,3
2026-03-26,56,2,SH2,二車複,1=3,380,2
2026-03-26,56,2,ST2,二車単,1-3,480,2
2026-03-26,56,2,RH3,三連複,1=2=3,160,1
2026-03-26,56,2,RT3,三連単,1-3-2,640,2
2026-03-26,56,2,W,ワイド,1=3,130,2
2026-03-26,56,2,W,ワイド,1=2,100,1
2026-03-26,56,2,W,ワイド,2=3,150,4
2026-03-26,56,3,SH2,二車複,3=7,2320,13
2026-03-26,56,3,ST2,二車単,7-3,6870,24
2026-03-26,56,3,RH3,三連複,3=4=7,6480,20
2026-03-26,56,3,RT3,三連単,7-3-4,61730,137
2026-03-26,56,3,W,ワイド,3=7,600,7
2026-03-26,56,3,W,ワイド,4=7,2010,18
2026-03-26,56,3,W,ワイド,3=4,650,8
2026-03-26,56,4,SH2,二車複,3=4,3190,12
2026-03-26,56,4,ST2,二車単,3-4,4460,16
2026-03-26,56,4,RH3,三連複,2=3=4,2330,11
2026-03-26,56,4,RT3,三連単,3-4-2,21560,71
2026-03-26,56,4,W,ワイド,3=4,980,16
2026-03-26,56,4,W,ワイド,2=3,590,10
2026-03-26,56,4,W,ワイド,2=4,300,3
2026-03-26,56,5,SH2,二車複,1=6,670,3
2026-03-26,56,5,ST2,二車単,1-6,1630,7
2026-03-26,56,5,RH3,三連複,1=4=6,5610,17
2026-03-26,56,5,RT3,三連単,1-6-4,15520,45
2026-03-26,56,5,W,ワイド,1=6,610,9
2026-03-26,56,5,W,ワイド,1=4,720,11
2026-03-26,56,5,W,ワイド,4=6,1170,13
2026-03-26,56,6,SH2,二車複,1=4,120,1
2026-03-26,56,6,ST2,二車単,1-4,240,1
2026-03-26,56,6,RH3,三連複,1=3=4,600,2
2026-03-26,56,6,RT3,三連単,1-4-3,1040,3
2026-03-26,56,6,W,ワイド,1=4,150,1
2026-03-26,56,6,W,ワイド,1=3,330,4
2026-03-26,56,6,W,ワイド,3=4,500,8
2026-03-26,56,7,SH2,二車複,1=3,120,1
2026-03-26,56,7,ST2,二車単,1-3,130,1
2026-03-26,56,7,RH3,三連複,1=2=3,200,1
2026-03-26,56,7,RT3,三連単,1-3-2,310,1
2026-03-26,56,7,W,ワイド,1=3,110,1
2026-03-26,56,7,W,ワイド,1=2,130,2
2026-03-26,56,7,W,ワイド,2=3,190,3
2026-03-26,81,1,SH2,二車複,1=4,150,1
2026-03-26,81,1,ST2,二車単,1-4,160,1
2026-03-26,81,1,RH3,三連複,1=3=4,960,4
2026-03-26,81,1,RT3,三連単,1-4-3,1480,4
2026-03-26,81,1,W,ワイド,1=4,120,1
2026-03-26,81,1,W,ワイド,1=3,440,7
2026-03-26,81,1,W,ワイド,3=4,600,10
2026-03-26,81,2,SH2,二車複,1=3,230,1
2026-03-26,81,2,ST2,二車単,1-3,310,1
2026-03-26,81,2,RH3,三連複,1=3=4,410,1
2026-03-26,81,2,RT3,三連単,1-3-4,980,2
2026-03-26,81,2,W,ワイド,1=3,150,2
2026-03-26,81,2,W,ワイド,1=4,140,1
2026-03-26,81,2,W,ワイド,3=4,280,6
2026-03-26,81,3,SH2,二車複,2=7,1500,6
2026-03-26,81,3,ST2,二車単,7-2,5880,13
2026-03-26,81,3,RH3,三連複,1=2=7,230,1
2026-03-26,81,3,RT3,三連単,7-2-1,7940,19
2026-03-26,81,3,W,ワイド,2=7,230,5
2026-03-26,81,3,W,ワイド,1=7,220,4
2026-03-26,81,3,W,ワイド,1=2,140,1
2026-03-26,81,4,SH2,二車複,2=6,1180,4
2026-03-26,81,4,ST2,二車単,2-6,1550,4
2026-03-26,81,4,RH3,三連複,2=4=6,2390,6
2026-03-26,81,4,RT3,三連単,2-6-4,6980,16
2026-03-26,81,4,W,ワイド,2=6,610,7
2026-03-26,81,4,W,ワイド,2=4,330,4
2026-03-26,81,4,W,ワイド,4=6,2740,13
2026-03-26,81,5,SH2,二車複,4=5,330,1
2026-03-26,81,5,ST2,二車単,5-4,920,4
2026-03-26,81,5,RH3,三連複,4=5=7,4160,13
2026-03-26,81,5,RT3,三連単,5-4-7,10020,34
2026-03-26,81,5,W,ワイド,4=5,210,2
2026-03-26,81,5,W,ワイド,5=7,1980,18
2026-03-26,81,5,W,ワイド,4=7,1320,15
2026-03-26,81,6,SH2,二車複,1=2,260,1
2026-03-26,81,6,ST2,二車単,2-1,300,1
2026-03-26,81,6,RH3,三連複,1=2=4,1010,4
2026-03-26,81,6,RT3,三連単,2-1-4,1910,4
2026-03-26,81,6,W,ワイド,1=2,150,1
2026-03-26,81,6,W,ワイド,2=4,430,6
2026-03-26,81,6,W,ワイド,1=4,710,10
2026-03-26,81,7,SH2,二車複,2=6,290,2
2026-03-26,81,7,ST2,二車単,2-6,1600,6
2026-03-26,81,7,RH3,三連複,1=2=6,260,1
2026-03-26,81,7,RT3,三連単,2-6-1,2430,8
2026-03-26,81,7,W,ワイド,2=6,130,1
2026-03-26,81,7,W,ワイド,1=2,190,4
2026-03-26,81,7,W,ワイド,1=6,140,2
2026-03-26,81,8,SH2,二車複,1=2,140,1
2026-03-26,81,8,ST2,二車単,1-2,150,1
2026-03-26,81,8,RH3,三連複,1=2=4,120,1
2026-03-26,81,8,RT3,三連単,1-2-4,200,1
2026-03-26,81,8,W,ワイド,1=2,100,1
2026-03-26,81,8,W,ワイド,1=4,120,2
2026-03-26,81,8,W,ワイド,2=4,140,3
2026-03-26,81,9,SH2,二車複,1=2,290,1
2026-03-26,81,9,ST2,二車単,2-1,360,1
2026-03-26,81,9,RH3,三連複,1=2=6,890,3
2026-03-26,81,9,RT3,三連単,2-1-6,1620,2
2026-03-26,81,9,W,ワイド,1=2,150,1
2026-03-26,81,9,W,ワイド,2=6,380,4
2026-03-26,81,9,W,ワイド,1=6,830,14
2026-03-26,86,1,SH2,二車複,1=5,260,2
2026-03-26,86,1,ST2,二車単,5-1,3060,5
2026-03-26,86,1,RH3,三連複,1=5=7,120,1
2026-03-26,86,1,RT3,三連単,5-1-7,4260,9
2026-03-26,86,1,W,ワイド,1=5,100,1
2026-03-26,86,1,W,ワイド,5=7,150,3
2026-03-26,86,1,W,ワイド,1=7,120,2
2026-03-26,86,2,SH2,二車複,1=5,1020,5
2026-03-26,86,2,ST2,二車単,1-5,990,6
2026-03-26,86,2,RH3,三連複,1=3=5,2380,12
2026-03-26,86,2,RT3,三連単,1-5-3,8450,36
2026-03-26,86,2,W,ワイド,1=5,360,3
2026-03-26,86,2,W,ワイド,1=3,370,4
2026-03-26,86,2,W,ワイド,3=5,1200,16
2026-03-26,86,3,SH2,二車複,4=5,1480,5
2026-03-26,86,3,ST2,二車単,5-4,3230,10
2026-03-26,86,3,RH3,三連複,2=4=5,1000,4
2026-03-26,86,3,RT3,三連単,5-4-2,7950,25
2026-03-26,86,3,W,ワイド,4=5,270,4
2026-03-26,86,3,W,ワイド,2=5,270,5
2026-03-26,86,3,W,ワイド,2=4,260,3
2026-03-26,86,4,SH2,二車複,3=4,290,1
2026-03-26,86,4,ST2,二車単,3-4,550,1
2026-03-26,86,4,RH3,三連複,3=4=5,740,1
2026-03-26,86,4,RT3,三連単,3-4-5,2210,2
2026-03-26,86,4,W,ワイド,3=4,180,1
2026-03-26,86,4,W,ワイド,3=5,330,7
2026-03-26,86,4,W,ワイド,4=5,310,4
2026-03-26,86,5,SH2,二車複,1=4,1020,5
2026-03-26,86,5,ST2,二車単,1-4,1490,6
2026-03-26,86,5,RH3,三連複,1=2=4,580,3
2026-03-26,86,5,RT3,三連単,1-4-2,3440,12
2026-03-26,86,5,W,ワイド,1=4,360,8
2026-03-26,86,5,W,ワイド,1=2,160,2
2026-03-26,86,5,W,ワイド,2=4,300,5
2026-03-26,86,6,SH2,二車複,1=2,360,2
2026-03-26,86,6,ST2,二車単,1-2,440,2
2026-03-26,86,6,RH3,三連複,1=2=5,680,3
2026-03-26,86,6,RT3,三連単,1-2-5,1310,5
2026-03-26,86,6,W,ワイド,1=2,190,3
2026-03-26,86,6,W,ワイド,1=5,460,7
2026-03-26,86,6,W,ワイド,2=5,330,6
2026-03-26,86,7,SH2,二車複,1=4,990,4
2026-03-26,86,7,ST2,二車単,4-1,1840,6
2026-03-26,86,7,RH3,三連複,1=3=4,400,2
2026-03-26,86,7,RT3,三連単,4-1-3,3750,12
2026-03-26,86,7,W,ワイド,1=4,280,4
2026-03-26,86,7,W,ワイド,3=4,170,2
2026-03-26,86,7,W,ワイド,1=3,240,3
2026-03-26,86,8,SH2,二車複,4=5,240,1
2026-03-26,86,8,ST2,二車単,5-4,280,1
2026-03-26,86,8,RH3,三連複,2=4=5,330,1
2026-03-26,86,8,RT3,三連単,5-4-2,550,1
2026-03-26,86,8,W,ワイド,4=5,160,1
2026-03-26,86,8,W,ワイド,2=5,260,4
2026-03-26,86,8,W,ワイド,2=4,230,3
2026-03-26,86,9,SH2,二車複,3=5,690,3
2026-03-26,86,9,ST2,二車単,5-3,1020,4
2026-03-26,86,9,RH3,三連複,2=3=5,330,1
2026-03-26,86,9,RT3,三連単,5-3-2,1320,3
2026-03-26,86,9,W,ワイド,3=5,220,2
2026-03-26,86,9,W,ワイド,2=5,170,1
2026-03-26,86,9,W,ワイド,2=3,330,5
2026-03-26,86,10,SH2,二車複,1=5,650,3
2026-03-26,86,10,ST2,二車単,5-1,710,3
2026-03-26,86,10,RH3,三連複,1=5=6,8310,16
2026-03-26,86,10,RT3,三連単,5-1-6,13660,33
2026-03-26,86,10,W,ワイド,1=5,170,2
2026-03-26,86,10,W,ワイド,5=6,1030,13
2026-03-26,86,10,W,ワイド,1=6,2900,19
2026-03-26,86,11,SH2,二車複,4=6,260,1
2026-03-26,86,11,ST2,二車単,4-6,490,2
2026-03-26,86,11,RH3,三連複,4=5=6,1370,5
2026-03-26,86,11,RT3,三連単,4-6-5,4140,12
2026-03-26,86,11,W,ワイド,4=6,160,1
2026-03-26,86,11,W,ワイド,4=5,680,11
2026-03-26,86,11,W,ワイド,5=6,550,6
2026-03-26,86,12,SH2,二車複,3=7,220,1
2026-03-26,86,12,ST2,二車単,3-7,270,1
2026-03-26,86,12,RH3,三連複,2=3=7,290,1
2026-03-26,86,12,RT3,三連単,3-7-2,640,1
2026-03-26,86,12,W,ワイド,3=7,140,2
2026-03-26,86,12,W,ワイド,2=3,140,1
2026-03-26,86,12,W,ワイド,2=7,190,3
2026-03-27,31,1,SH2,二車複,1=7,530,2
2026-03-27,31,1,ST2,二車単,7-1,670,2
2026-03-27,31,1,RH3,三連複,1=6=7,1340,6
2026-03-27,31,1,RT3,三連単,7-1-6,4270,10
2026-03-27,31,1,W,ワイド,1=7,190,2
2026-03-27,31,1,W,ワイド,6=7,620,11
2026-03-27,31,1,W,ワイド,1=6,420,7
2026-03-27,31,2,SH2,二車複,1=5,230,1
2026-03-27,31,2,ST2,二車単,5-1,270,1
2026-03-27,31,2,RH3,三連複,1=4=5,390,1
2026-03-27,31,2,RT3,三連単,5-1-4,520,1
2026-03-27,31,2,W,ワイド,1=5,130,1
2026-03-27,31,2,W,ワイド,4=5,360,6
2026-03-27,31,2,W,ワイド,1=4,430,7
2026-03-27,31,3,SH2,二車複,2=7,1290,3
2026-03-27,31,3,ST2,二車単,2-7,1690,4
2026-03-27,31,3,RH3,三連複,1=2=7,1770,6
2026-03-27,31,3,RT3,三連単,2-7-1,6390,17
2026-03-27,31,3,W,ワイド,2=7,450,5
2026-03-27,31,3,W,ワイド,1=2,660,11
2026-03-27,31,3,W,ワイド,1=7,1060,13
2026-03-27,31,4,SH2,二車複,2=4,250,1
2026-03-27,31,4,ST2,二車単,2-4,1050,4
2026-03-27,31,4,RH3,三連複,2=4=6,790,4
2026-03-27,31,4,RT3,三連単,2-4-6,2630,8
2026-03-27,31,4,W,ワイド,2=4,170,2
2026-03-27,31,4,W,ワイド,2=6,680,9
2026-03-27,31,4,W,ワイド,4=6,670,8
2026-03-27,31,5,SH2,二車複,1=5,100,1
2026-03-27,31,5,ST2,二車単,1-5,130,1
2026-03-27,31,5,RH3,三連複,1=5=7,170,1
2026-03-27,31,5,RT3,三連単,1-5-7,210,1
2026-03-27,31,5,W,ワイド,1=5,100,1
2026-03-27,31,5,W,ワイド,1=7,140,2
2026-03-27,31,5,W,ワイド,5=7,150,3
2026-03-27,31,6,SH2,二車複,3=7,960,3
2026-03-27,31,6,ST2,二車単,7-3,1220,4
2026-03-27,31,6,RH3,三連複,1=3=7,890,3
2026-03-27,31,6,RT3,三連単,7-3-1,2890,9
2026-03-27,31,6,W,ワイド,3=7,310,3
2026-03-27,31,6,W,ワイド,1=7,180,2
2026-03-27,31,6,W,ワイド,1=3,670,5
2026-03-27,31,7,SH2,二車複,4=5,740,3
2026-03-27,31,7,ST2,二車単,5-4,710,3
2026-03-27,31,7,RH3,三連複,2=4=5,17160,18
2026-03-27,31,7,RT3,三連単,5-4-2,29790,37
2026-03-27,31,7,W,ワイド,4=5,330,4
2026-03-27,31,7,W,ワイド,2=5,2590,13
2026-03-27,31,7,W,ワイド,2=4,6110,20
2026-03-27,56,1,SH2,二車複,3=4,1460,5
2026-03-27,56,1,ST2,二車単,4-3,4400,14
2026-03-27,56,1,RH3,三連複,1=3=4,800,3
2026-03-27,56,1,RT3,三連単,4-3-1,13970,38
2026-03-27,56,1,W,ワイド,3=4,240,5
2026-03-27,56,1,W,ワイド,1=4,200,3
2026-03-27,56,1,W,ワイド,1=3,150,1
2026-03-27,56,2,SH2,二車複,3=4,5120,15
2026-03-27,56,2,ST2,二車単,3-4,7690,20
2026-03-27,56,2,RH3,三連複,3=4=7,6930,20
2026-03-27,56,2,RT3,三連単,3-4-7,63220,127
2026-03-27,56,2,W,ワイド,3=4,930,12
2026-03-27,56,2,W,ワイド,3=7,580,7
2026-03-27,56,2,W,ワイド,4=7,2740,19
2026-03-27,56,3,SH2,二車複,1=2,230,1
2026-03-27,56,3,ST2,二車単,2-1,360,1
2026-03-27,56,3,RH3,三連複,1=2=7,400,1
2026-03-27,56,3,RT3,三連単,2-1-7,790,1
2026-03-27,56,3,W,ワイド,1=2,170,1
2026-03-27,56,3,W,ワイド,2=7,330,5
2026-03-27,56,3,W,ワイド,1=7,400,7
2026-03-27,56,4,SH2,二車複,2=5,1480,5
2026-03-27,56,4,ST2,二車単,5-2,4350,14
2026-03-27,56,4,RH3,三連複,2=4=5,2760,9
2026-03-27,56,4,RT3,三連単,5-2-4,26050,89
2026-03-27,56,4,W,ワイド,2=5,420,6
2026-03-27,56,4,W,ワイド,4=5,1170,17
2026-03-27,56,4,W,ワイド,2=4,460,7
2026-03-27,56,5,SH2,二車複,1=5,1340,4
2026-03-27,56,5,ST2,二車単,5-1,2190,7
2026-03-27,56,5,RH3,三連複,1=2=5,1210,4
2026-03-27,56,5,RT3,三連単,5-1-2,5800,18
2026-03-27,56,5,W,ワイド,1=5,350,5
2026-03-27,56,5,W,ワイド,2=5,330,4
2026-03-27,56,5,W,ワイド,1=2,420,6
2026-03-27,56,6,SH2,二車複,1=3,440,2
2026-03-27,56,6,ST2,二車単,1-3,590,2
2026-03-27,56,6,RH3,三連複,1=2=3,330,1
2026-03-27,56,6,RT3,三連単,1-3-2,1110,2
2026-03-27,56,6,W,ワイド,1=3,190,2
2026-03-27,56,6,W,ワイド,1=2,120,1
2026-03-27,56,6,W,ワイド,2=3,300,6
2026-03-27,56,7,SH2,二車複,1=2,420,2
2026-03-27,56,7,ST2,二車単,2-1,410,2
2026-03-27,56,7,RH3,三連複,1=2=4,700,3
2026-03-27,56,7,RT3,三連単,2-1-4,1160,2
2026-03-27,56,7,W,ワイド,1=2,190,2
2026-03-27,56,7,W,ワイド,2=4,270,4
2026-03-27,56,7,W,ワイド,1=4,600,9
2026-03-27,83,1,SH2,二車複,2=7,2220,9
2026-03-27,83,1,ST2,二車単,7-2,2810,10
2026-03-27,83,1,RH3,三連複,2=5=7,3820,13
2026-03-27,83,1,RT3,三連単,7-2-5,15650,51
2026-03-27,83,1,W,ワイド,2=7,640,11
2026-03-27,83,1,W,ワイド,5=7,610,10
2026-03-27,83,1,W,ワイド,2=5,530,8
2026-03-27,83,2,SH2,二車複,3=6,7920,14
2026-03-27,83,2,ST2,二車単,3-6,7010,20
2026-03-27,83,2,RH3,三連複,2=3=6,14230,23
2026-03-27,83,2,RT3,三連単,3-6-2,51300,98
2026-03-27,83,2,W,ワイド,3=6,1770,13
2026-03-27,83,2,W,ワイド,2=3,1070,11
2026-03-27,83,2,W,ワイド,2=6,5390,20
2026-03-27,83,3,SH2,二車複,2=4,450,3
2026-03-27,83,3,ST2,二車単,4-2,800,3
2026-03-27,83,3,RH3,三連複,2=3=4,410,1
2026-03-27,83,3,RT3,三連単,4-2-3,2020,5
2026-03-27,83,3,W,ワイド,2=4,190,4
2026-03-27,83,3,W,ワイド,3=4,170,3
2026-03-27,83,3,W,ワイド,2=3,150,1
2026-03-27,83,4,SH2,二車複,4=5,1010,2
2026-03-27,83,4,ST2,二車単,4-5,1460,3
2026-03-27,83,4,RH3,三連複,2=4=5,5370,11
2026-03-27,83,4,RT3,三連単,4-5-2,11180,22
2026-03-27,83,4,W,ワイド,4=5,410,5
2026-03-27,83,4,W,ワイド,2=4,340,3
2026-03-27,83,4,W,ワイド,2=5,2000,14
2026-03-27,83,5,SH2,二車複,3=7,6040,15
2026-03-27,83,5,ST2,二車単,3-7,14370,36
2026-03-27,83,5,RH3,三連複,3=4=7,6500,24
2026-03-27,83,5,RT3,三連単,3-7-4,58450,131
2026-03-27,83,5,W,ワイド,3=7,1040,11
2026-03-27,83,5,W,ワイド,3=4,1550,20
2026-03-27,83,5,W,ワイド,4=7,240,2
2026-03-27,83,6,SH2,二車複,3=6,170,1
2026-03-27,83,6,ST2,二車単,6-3,220,1
2026-03-27,83,6,RH3,三連複,2=3=6,670,3
2026-03-27,83,6,RT3,三連単,6-3-2,1260,4
2026-03-27,83,6,W,ワイド,3=6,120,1
2026-03-27,83,6,W,ワイド,2=6,390,5
2026-03-27,83,6,W,ワイド,2=3,680,7
2026-03-27,83,7,SH2,二車複,1=7,140,1
2026-03-27,83,7,ST2,二車単,7-1,140,1
2026-03-27,83,7,RH3,三連複,1=2=7,440,3
2026-03-27,83,7,RT3,三連単,7-1-2,590,3
2026-03-27,83,7,W,ワイド,1=7,100,1
2026-03-27,83,7,W,ワイド,2=7,250,4
2026-03-27,83,7,W,ワイド,1=2,360,7
2026-03-27,83,8,SH2,二車複,4=7,270,1
2026-03-27,83,8,ST2,二車単,7-4,500,1
2026-03-27,83,8,RH3,三連複,2=4=7,480,1
2026-03-27,83,8,RT3,三連単,7-4-2,980,1
2026-03-27,83,8,W,ワイド,4=7,140,1
2026-03-27,83,8,W,ワイド,2=7,280,3
2026-03-27,83,8,W,ワイド,2=4,400,8
2026-03-27,83,9,SH2,二車複,2=4,730,3
2026-03-27,83,9,ST2,二車単,4-2,1870,7
2026-03-27,83,9,RH3,三連複,2=3=4,620,2
2026-03-27,83,9,RT3,三連単,4-2-3,3700,8
2026-03-27,83,9,W,ワイド,2=4,220,3
2026-03-27,83,9,W,ワイド,3=4,130,1
2026-03-27,83,9,W,ワイド,2=3,360,6
2026-03-27,83,10,SH2,二車複,3=5,280,1
2026-03-27,83,10,ST2,二車単,3-5,760,3
2026-03-27,83,10,RH3,三連複,1=3=5,570,2
2026-03-27,83,10,RT3,三連単,3-5-1,2880,7
2026-03-27,83,10,W,ワイド,3=5,150,1
2026-03-27,83,10,W,ワイド,1=3,390,7
2026-03-27,83,10,W,ワイド,1=5,290,4
2026-03-27,83,11,SH2,二車複,1=4,110,1
2026-03-27,83,11,ST2,二車単,1-4,140,1
2026-03-27,83,11,RH3,三連複,1=4=7,190,1
2026-03-27,83,11,RT3,三連単,1-4-7,280,1
2026-03-27,83,11,W,ワイド,1=4,100,1
2026-03-27,83,11,W,ワイド,1=7,170,2
2026-03-27,83,11,W,ワイド,4=7,210,4
2026-03-27,83,12,SH2,二車複,3=4,430,2
2026-03-27,83,12,ST2,二車単,4-3,1000,3
2026-03-27,83,12,RH3,三連複,3=4=6,1550,5
2026-03-27,83,12,RT3,三連単,4-3-6,4410,15
