race_date,place_code,race_no,bet_type,bet_name,kumi_ban,payout,popularity
2026-04-01,42,6,ST2,二車単,1-5,1280,4
2026-04-01,42,6,RH3,三連複,1=3=5,2570,7
2026-04-01,42,6,RT3,三連単,1-5-3,8430,17
2026-04-01,42,6,W,ワイド,1=5,320,5
2026-04-01,42,6,W,ワイド,1=3,160,2
2026-04-01,42,6,W,ワイド,3=5,600,9
2026-04-01,42,7,SH2,二車複,1=3,880,3
2026-04-01,42,7,ST2,二車単,3-1,2270,7
2026-04-01,42,7,RH3,三連複,1=3=4,1620,6
2026-04-01,42,7,RT3,三連単,3-1-4,7840,30
2026-04-01,42,7,W,ワイド,1=3,270,3
2026-04-01,42,7,W,ワイド,3=4,680,9
2026-04-01,42,7,W,ワイド,1=4,640,8
2026-04-01,44,1,SH2,二車複,4=7,420,3
2026-04-01,44,1,ST2,二車単,7-4,500,1
2026-04-01,44,1,RH3,三連複,4=5=7,550,2
2026-04-01,44,1,RT3,三連単,7-4-5,1860,8
2026-04-01,44,1,W,ワイド,4=7,220,4
2026-04-01,44,1,W,ワイド,5=7,150,1
2026-04-01,44,1,W,ワイド,4=5,410,6
2026-04-01,44,2,SH2,二車複,3=5,480,2
2026-04-01,44,2,ST2,二車単,3-5,650,3
2026-04-01,44,2,RH3,三連複,3=4=5,220,1
2026-04-01,44,2,RT3,三連単,3-5-4,1050,3
2026-04-01,44,2,W,ワイド,3=5,140,2
2026-04-01,44,2,W,ワイド,3=4,100,1
2026-04-01,44,2,W,ワイド,4=5,190,3
2026-04-01,44,3,SH2,二車複,1=7,110,1
2026-04-01,44,3,ST2,二車単,1-7,150,1
2026-04-01,44,3,RH3,三連複,1=3=7,610,2
2026-04-01,44,3,RT3,三連単,1-7-3,790,3
2026-04-01,44,3,W,ワイド,1=7,100,1
2026-04-01,44,3,W,ワイド,1=3,330,5
2026-04-01,44,3,W,ワイド,3=7,410,7
2026-04-01,44,4,SH2,二車複,2=7,150,1
2026-04-01,44,4,ST2,二車単,2-7,150,1
2026-04-01,44,4,RH3,三連複,2=3=7,160,1
2026-04-01,44,4,RT3,三連単,2-7-3,210,1
2026-04-01,44,4,W,ワイド,2=7,100,1
2026-04-01,44,4,W,ワイド,2=3,130,2
2026-04-01,44,4,W,ワイド,3=7,150,4
2026-04-01,44,5,SH2,二車複,1=4,160,1
2026-04-01,44,5,ST2,二車単,1-4,200,1
2026-04-01,44,5,RH3,三連複,1=4=6,170,1
2026-04-01,44,5,RT3,三連単,1-4-6,340,1
2026-04-01,44,5,W,ワイド,1=4,100,1
2026-04-01,44,5,W,ワイド,1=6,110,2
2026-04-01,44,5,W,ワイド,4=6,150,3
2026-04-01,44,6,SH2,二車複,4=7,150,1
2026-04-01,44,6,ST2,二車単,7-4,150,1
2026-04-01,44,6,RH3,三連複,2=4=7,170,1
2026-04-01,44,6,RT3,三連単,7-4-2,270,1
2026-04-01,44,6,W,ワイド,4=7,100,1
2026-04-01,44,6,W,ワイド,2=7,120,2
2026-04-01,44,6,W,ワイド,2=4,190,4
2026-04-01,44,7,SH2,二車複,2=3,3720,9
2026-04-01,44,7,ST2,二車単,2-3,7170,16
2026-04-01,44,7,RH3,三連複,2=3=5,2610,11
2026-04-01,44,7,RT3,三連単,2-3-5,21010,54
2026-04-01,44,7,W,ワイド,2=3,1590,16
2026-04-01,44,7,W,ワイド,2=5,270,3
2026-04-01,44,7,W,ワイド,3=5,910,11
2026-04-01,44,8,SH2,二車複,1=3,1120,2
2026-04-01,44,8,ST2,二車単,1-3,1460,3
2026-04-01,44,8,RH3,三連複,1=3=5,2620,5
2026-04-01,44,8,RT3,三連単,1-3-5,8490,18
2026-04-01,44,8,W,ワイド,1=3,380,2
2026-04-01,44,8,W,ワイド,1=5,450,4
2026-04-01,44,8,W,ワイド,3=5,1200,11
2026-04-01,44,9,SH2,二車複,3=6,170,1
2026-04-01,44,9,ST2,二車単,6-3,190,1
2026-04-01,44,9,RH3,三連複,3=6=7,170,1
2026-04-01,44,9,RT3,三連単,6-3-7,280,1
2026-04-01,44,9,W,ワイド,3=6,100,1
2026-04-01,44,9,W,ワイド,6=7,130,2
2026-04-01,44,9,W,ワイド,3=7,200,4
2026-04-01,44,10,SH2,二車複,1=4,120,1
2026-04-01,44,10,ST2,二車単,1-4,150,1
2026-04-01,44,10,RH3,三連複,1=4=7,640,3
2026-04-01,44,10,RT3,三連単,1-4-7,1260,4
2026-04-01,44,10,W,ワイド,1=4,100,1
2026-04-01,44,10,W,ワイド,1=7,300,6
2026-04-01,44,10,W,ワイド,4=7,460,7
2026-04-01,44,11,SH2,二車複,2=5,160,1
2026-04-01,44,11,ST2,二車単,2-5,190,1
2026-04-01,44,11,RH3,三連複,2=5=6,370,1
2026-04-01,44,11,RT3,三連単,2-5-6,540,1
2026-04-01,44,11,W,ワイド,2=5,130,1
2026-04-01,44,11,W,ワイド,2=6,300,4
2026-04-01,44,11,W,ワイド,5=6,310,5
2026-04-01,56,1,SH2,二車複,3=7,3180,10
2026-04-01,56,1,ST2,二車単,3-7,7890,20
2026-04-01,56,1,RH3,三連複,3=5=7,6440,18
2026-04-01,56,1,RT3,三連単,3-7-5,60440,104
2026-04-01,56,1,W,ワイド,3=7,500,8
2026-04-01,56,1,W,ワイド,3=5,1270,14
2026-04-01,56,1,W,ワイド,5=7,370,6
2026-04-01,56,2,SH2,二車複,3=5,280,2
2026-04-01,56,2,ST2,二車単,3-5,440,2
2026-04-01,56,2,RH3,三連複,2=3=5,410,2
2026-04-01,56,2,RT3,三連単,3-5-2,1300,4
2026-04-01,56,2,W,ワイド,3=5,140,2
2026-04-01,56,2,W,ワイド,2=3,270,5
2026-04-01,56,2,W,ワイド,2=5,180,3
2026-04-01,56,3,SH2,二車複,3=4,130,1
2026-04-01,56,3,ST2,二車単,3-4,240,1
2026-04-01,56,3,RH3,三連複,3=4=5,370,1
2026-04-01,56,3,RT3,三連単,3-4-5,790,1
2026-04-01,56,3,W,ワイド,3=4,110,1
2026-04-01,56,3,W,ワイド,3=5,250,2
2026-04-01,56,3,W,ワイド,4=5,330,6
2026-04-01,56,4,SH2,二車複,3=4,770,4
2026-04-01,56,4,ST2,二車単,3-4,1920,9
2026-04-01,56,4,RH3,三連複,3=4=5,560,2
2026-04-01,56,4,RT3,三連単,3-4-5,4470,14
2026-04-01,56,4,W,ワイド,3=4,340,6
2026-04-01,56,4,W,ワイド,3=5,330,5
2026-04-01,56,4,W,ワイド,4=5,270,4
2026-04-01,56,5,SH2,二車複,4=6,10700,19
2026-04-01,56,5,ST2,二車単,4-6,38510,41
2026-04-01,56,5,RH3,三連複,4=6=7,1760,8
2026-04-01,56,5,RT3,三連単,4-6-7,130260,158
2026-04-01,56,5,W,ワイド,4=6,1550,16
2026-04-01,56,5,W,ワイド,4=7,170,1
2026-04-01,56,5,W,ワイド,6=7,520,8
2026-04-01,56,6,SH2,二車複,2=7,370,2
2026-04-01,56,6,ST2,二車単,7-2,450,2
2026-04-01,56,6,RH3,三連複,2=4=7,720,2
2026-04-01,56,6,RT3,三連単,7-2-4,1690,3
2026-04-01,56,6,W,ワイド,2=7,150,1
2026-04-01,56,6,W,ワイド,4=7,210,3
2026-04-01,56,6,W,ワイド,2=4,400,7
2026-04-01,56,7,SH2,二車複,2=5,820,4
2026-04-01,56,7,ST2,二車単,5-2,1700,6
2026-04-01,56,7,RH3,三連複,2=3=5,770,3
2026-04-01,56,7,RT3,三連単,5-2-3,4960,14
2026-04-01,56,7,W,ワイド,2=5,430,6
2026-04-01,56,7,W,ワイド,3=5,310,4
2026-04-01,56,7,W,ワイド,2=3,270,3
2026-04-01,56,8,SH2,二車複,3=4,160,1
2026-04-01,56,8,ST2,二車単,3-4,230,1
2026-04-01,56,8,RH3,三連複,3=4=7,390,1
2026-04-01,56,8,RT3,三連単,3-4-7,870,2
2026-04-01,56,8,W,ワイド,3=4,110,1
2026-04-01,56,8,W,ワイド,3=7,230,3
2026-04-01,56,8,W,ワイド,4=7,290,6
2026-04-01,56,9,SH2,二車複,2=7,130,1
2026-04-01,56,9,ST2,二車単,7-2,230,1
2026-04-01,56,9,RH3,三連複,2=3=7,170,1
2026-04-01,56,9,RT3,三連単,7-2-3,360,1
2026-04-01,56,9,W,ワイド,2=7,100,1
2026-04-01,56,9,W,ワイド,3=7,150,2
2026-04-01,56,9,W,ワイド,2=3,150,3
2026-04-01,56,10,SH2,二車複,1=4,200,1
2026-04-01,56,10,ST2,二車単,4-1,250,1
2026-04-01,56,10,RH3,三連複,1=4=7,500,2
2026-04-01,56,10,RT3,三連単,4-1-7,640,2
2026-04-01,56,10,W,ワイド,1=4,130,1
2026-04-01,56,10,W,ワイド,4=7,230,4
2026-04-01,56,10,W,ワイド,1=7,400,6
2026-04-01,56,11,SH2,二車複,1=5,100,1
2026-04-01,56,11,ST2,二車単,1-5,430,2
2026-04-01,56,11,RH3,三連複,1=5=6,1360,4
2026-04-01,56,11,RT3,三連単,1-5-6,4280,11
2026-04-01,56,11,W,ワイド,1=5,100,1
2026-04-01,56,11,W,ワイド,1=6,910,11
2026-04-01,56,11,W,ワイド,5=6,630,8
2026-04-01,56,12,SH2,二車複,1=5,800,4
2026-04-01,56,12,ST2,二車単,5-1,1360,5
2026-04-01,56,12,RH3,三連複,1=3=5,860,3
2026-04-01,56,12,RT3,三連単,5-1-3,4010,13
2026-04-01,56,12,W,ワイド,1=5,190,1
2026-04-01,56,12,W,ワイド,3=5,260,4
2026-04-01,56,12,W,ワイド,1=3,580,10
2026-04-01,81,1,SH2,二車複,4=5,2780,8
2026-04-01,81,1,ST2,二車単,5-4,9660,19
2026-04-01,81,1,RH3,三連複,1=4=5,3910,13
2026-04-01,81,1,RT3,三連単,5-4-1,43170,90
2026-04-01,81,1,W,ワイド,4=5,680,7
2026-04-01,81,1,W,ワイド,1=5,1050,13
2026-04-01,81,1,W,ワイド,1=4,800,9
2026-04-01,81,2,SH2,二車複,3=4,530,2
2026-04-01,81,2,ST2,二車単,4-3,1080,4
2026-04-01,81,2,RH3,三連複,2=3=4,890,4
2026-04-01,81,2,RT3,三連単,4-3-2,3950,13
2026-04-01,81,2,W,ワイド,3=4,280,4
2026-04-01,81,2,W,ワイド,2=4,280,5
2026-04-01,81,2,W,ワイド,2=3,180,2
2026-04-01,81,3,SH2,二車複,2=4,3290,8
2026-04-01,81,3,ST2,二車単,2-4,4660,13
2026-04-01,81,3,RH3,三連複,1=2=4,950,3
2026-04-01,81,3,RT3,三連単,2-4-1,11990,29
2026-04-01,81,3,W,ワイド,2=4,460,7
2026-04-01,81,3,W,ワイド,1=2,120,1
2026-04-01,81,3,W,ワイド,1=4,470,8
2026-04-01,81,4,SH2,二車複,1=2,110,1
2026-04-01,81,4,ST2,二車単,2-1,300,2
2026-04-01,81,4,RH3,三連複,1=2=5,140,1
2026-04-01,81,4,RT3,三連単,2-1-5,460,2
2026-04-01,81,4,W,ワイド,1=2,100,1
2026-04-01,81,4,W,ワイド,2=5,140,3
2026-04-01,81,4,W,ワイド,1=5,140,2
2026-04-01,81,5,SH2,二車複,1=4,130,1
2026-04-01,81,5,ST2,二車単,1-4,150,1
2026-04-01,81,5,RH3,三連複,1=4=5,130,1
2026-04-01,81,5,RT3,三連単,1-4-5,190,1
2026-04-01,81,5,W,ワイド,1=4,100,1
2026-04-01,81,5,W,ワイド,1=5,130,2
2026-04-01,81,5,W,ワイド,4=5,140,3
2026-04-01,81,6,SH2,二車複,1=2,120,1
2026-04-01,81,6,ST2,二車単,1-2,120,1
2026-04-01,81,6,RH3,三連複,1=2=5,140,1
2026-04-01,81,6,RT3,三連単,1-2-5,190,1
2026-04-01,81,6,W,ワイド,1=2,100,1
2026-04-01,81,6,W,ワイド,1=5,120,2
2026-04-01,81,6,W,ワイド,2=5,150,3
2026-04-01,81,7,SH2,二車複,1=2,110,1
2026-04-01,81,7,ST2,二車単,1-2,110,1
2026-04-01,81,7,RH3,三連複,1=2=3,120,1
2026-04-01,81,7,RT3,三連単,1-2-3,140,1
2026-04-01,81,7,W,ワイド,1=2,100,1
2026-04-01,81,7,W,ワイド,1=3,110,2
2026-04-01,81,7,W,ワイド,2=3,120,3
2026-04-02,24,1,SH2,二車複,1=2,130,1
2026-04-02,24,1,SH2,二車複,1=4,710,8
2026-04-02,24,1,ST2,二車単,1-2,270,2
2026-04-02,24,1,ST2,二車単,1-4,1700,13
2026-04-02,24,1,RH3,三連複,1=2=4,400,2
2026-04-02,24,1,RT3,三連単,1-2-4,780,4
2026-04-02,24,1,RT3,三連単,1-4-2,4250,30
2026-04-02,24,1,W,ワイド,1=2,140,1
2026-04-02,24,1,W,ワイド,1=4,350,7
2026-04-02,24,1,W,ワイド,2=4,260,3
2026-04-02,24,2,SH2,二車複,2=5,9770,13
2026-04-02,24,2,ST2,二車単,2-5,10130,15
2026-04-02,24,2,RH3,三連複,2=4=5,4270,8
2026-04-02,24,2,RT3,三連単,2-5-4,33270,47
2026-04-02,24,2,W,ワイド,2=5,690,6
2026-04-02,24,2,W,ワイド,2=4,210,2
2026-04-02,24,2,W,ワイド,4=5,1000,10
2026-04-02,24,3,SH2,二車複,4=7,480,2
2026-04-02,24,3,ST2,二車単,7-4,940,2
2026-04-02,24,3,RH3,三連複,3=4=7,600,1
2026-04-02,24,3,RT3,三連単,7-4-3,1860,2
2026-04-02,24,3,W,ワイド,4=7,300,3
2026-04-02,24,3,W,ワイド,3=7,370,4
2026-04-02,24,3,W,ワイド,3=4,470,8
2026-04-02,24,4,SH2,二車複,2=7,1310,5
2026-04-02,24,4,ST2,二車単,2-7,2190,9
2026-04-02,24,4,RH3,三連複,2=5=7,2480,13
2026-04-02,24,4,RT3,三連単,2-7-5,10460,39
2026-04-02,24,4,W,ワイド,2=7,480,8
2026-04-02,24,4,W,ワイド,2=5,250,2
2026-04-02,24,4,W,ワイド,5=7,900,15
2026-04-02,24,5,SH2,二車複,1=2,190,1
2026-04-02,24,5,ST2,二車単,1-2,230,1
2026-04-02,24,5,RH3,三連複,1=2=6,430,2
2026-04-02,24,5,RT3,三連単,1-2-6,650,1
2026-04-02,24,5,W,ワイド,1=2,140,1
2026-04-02,24,5,W,ワイド,1=6,400,9
2026-04-02,24,5,W,ワイド,2=6,380,6
2026-04-02,24,6,SH2,二車複,1=5,3710,8
2026-04-02,24,6,ST2,二車単,1-5,5130,14
2026-04-02,24,6,RH3,三連複,1=2=5,3920,11
2026-04-02,24,6,RT3,三連単,1-5-2,23130,54
2026-04-02,24,6,W,ワイド,1=5,590,10
2026-04-02,24,6,W,ワイド,1=2,210,1
2026-04-02,24,6,W,ワイド,2=5,1380,15
2026-04-02,24,7,SH2,二車複,2=6,4180,13
2026-04-02,24,7,ST2,二車単,2-6,7180,27
2026-04-02,24,7,RH3,三連複,2=3=6,5000,20
2026-04-02,24,7,RT3,三連単,2-6-3,38890,118
2026-04-02,24,7,W,ワイド,2=6,630,11
2026-04-02,24,7,W,ワイド,2=3,700,13
2026-04-02,24,7,W,ワイド,3=6,470,7
2026-04-02,27,1,SH2,二車複,2=4,870,3
2026-04-02,27,1,ST2,二車単,4-2,1840,7
2026-04-02,27,1,RH3,三連複,2=4=6,8560,22
2026-04-02,27,1,RT3,三連単,4-2-6,18900,53
2026-04-02,27,1,W,ワイド,2=4,260,3
2026-04-02,27,1,W,ワイド,4=6,2000,18
2026-04-02,27,1,W,ワイド,2=6,2780,20
2026-04-02,27,2,SH2,二車複,2=7,600,4
2026-04-02,27,2,ST2,二車単,2-7,700,4
2026-04-02,27,2,RH3,三連複,2=4=7,440,1
2026-04-02,27,2,RT3,三連単,2-7-4,1200,2
2026-04-02,27,2,W,ワイド,2=7,250,5
2026-04-02,27,2,W,ワイド,2=4,200,1
2026-04-02,27,2,W,ワイド,4=7,400,7
2026-04-02,27,3,SH2,二車複,2=3,800,4
2026-04-02,27,3,ST2,二車単,2-3,1410,7
2026-04-02,27,3,RH3,三連複,2=3=7,780,3
2026-04-02,27,3,RT3,三連単,2-3-7,4370,14
2026-04-02,27,3,W,ワイド,2=3,310,7
2026-04-02,27,3,W,ワイド,2=7,280,4
2026-04-02,27,3,W,ワイド,3=7,210,1
2026-04-02,27,4,SH2,二車複,1=5,260,1
2026-04-02,27,4,ST2,二車単,5-1,330,1
2026-04-02,27,4,RH3,三連複,1=5=7,610,2
2026-04-02,27,4,RT3,三連単,5-1-7,1630,2
2026-04-02,27,4,W,ワイド,1=5,150,1
2026-04-02,27,4,W,ワイド,5=7,380,9
2026-04-02,27,4,W,ワイド,1=7,250,4
2026-04-02,27,5,SH2,二車複,1=4,260,1
2026-04-02,27,5,ST2,二車単,1-4,250,1
2026-04-02,27,5,RH3,三連複,1=4=6,460,1
2026-04-02,27,5,RT3,三連単,1-4-6,840,1
2026-04-02,27,5,W,ワイド,1=4,130,1
2026-04-02,27,5,W,ワイド,1=6,230,4
2026-04-02,27,5,W,ワイド,4=6,350,6
2026-04-02,27,6,SH2,二車複,2=4,560,2
2026-04-02,27,6,ST2,二車単,2-4,930,3
2026-04-02,27,6,RH3,三連複,2=4=7,1150,4
2026-04-02,27,6,RT3,三連単,2-4-7,3910,14
2026-04-02,27,6,W,ワイド,2=4,250,3
2026-04-02,27,6,W,ワイド,2=7,510,7
2026-04-02,27,6,W,ワイド,4=7,250,2
2026-04-02,27,7,SH2,二車複,1=4,920,5
2026-04-02,27,7,ST2,二車単,4-1,1500,6
2026-04-02,27,7,RH3,三連複,1=4=5,9480,25
2026-04-02,27,7,RT3,三連単,4-1-5,24000,87
2026-04-02,27,7,W,ワイド,1=4,670,10
2026-04-02,27,7,W,ワイド,4=5,1590,16
2026-04-02,27,7,W,ワイド,1=5,3750,21
2026-04-02,27,8,SH2,二車複,3=7,750,4
2026-04-02,27,8,ST2,二車単,3-7,810,5
2026-04-02,27,8,RH3,三連複,2=3=7,640,3
2026-04-02,27,8,RT3,三連単,3-7-2,3200,12
2026-04-02,27,8,W,ワイド,3=7,230,3
2026-04-02,27,8,W,ワイド,2=3,130,1
2026-04-02,27,8,W,ワイド,2=7,360,7
2026-04-02,27,9,SH2,二車複,1=4,4810,13
2026-04-02,27,9,ST2,二車単,1-4,12840,26
2026-04-02,27,9,RH3,三連複,1=2=4,10790,23
2026-04-02,27,9,RT3,三連単,1-4-2,90460,134
2026-04-02,27,9,W,ワイド,1=4,1610,18
2026-04-02,27,9,W,ワイド,1=2,520,6
2026-04-02,27,9,W,ワイド,2=4,1420,15
2026-04-02,27,10,SH2,二車複,3=5,4960,16
2026-04-02,27,10,ST2,二車単,5-3,9940,30
2026-04-02,27,10,RH3,三連複,1=3=5,3940,18
2026-04-02,27,10,RT3,三連単,5-3-1,30750,103
2026-04-02,27,10,W,ワイド,3=5,860,14
2026-04-02,27,10,W,ワイド,1=5,230,3
2026-04-02,27,10,W,ワイド,1=3,550,9
2026-04-02,27,11,SH2,二車複,1=5,310,2
2026-04-02,27,11,ST2,二車単,5-1,1170,5
2026-04-02,27,11,RH3,三連複,1=3=5,230,1
2026-04-02,27,11,RT3,三連単,5-1-3,2760,7
2026-04-02,27,11,W,ワイド,1=5,140,2
2026-04-02,27,11,W,ワイド,3=5,200,3
2026-04-02,27,11,W,ワイド,1=3,120,1
2026-04-02,27,12,SH2,二車複,5=6,2650,5
2026-04-02,27,12,ST2,二車単,6-5,15860,24
2026-04-02,27,12,RH3,三連複,2=5=6,10360,19
2026-04-02,27,12,RT3,三連単,6-5-2,197800,157
2026-04-02,27,12,W,ワイド,5=6,730,9
2026-04-02,27,12,W,ワイド,2=6,3800,20
2026-04-02,27,12,W,ワイド,2=5,960,10
2026-04-02,42,1,SH2,二車複,1=4,450,2
2026-04-02,42,1,ST2,二車単,1-4,480,3
2026-04-02,42,1,RH3,三連複,1=3=4,870,3
2026-04-02,42,1,RT3,三連単,1-4-3,1860,6
2026-04-02,42,1,W,ワイド,1=4,310,2
2026-04-02,42,1,W,ワイド,1=3,310,3
2026-04-02,42,1,W,ワイド,3=4,880,6
2026-04-02,42,2,SH2,二車複,1=2,130,1
2026-04-02,42,2,ST2,二車単,1-2,160,1
2026-04-02,42,2,RH3,三連複,1=2=5,1540,4
2026-04-02,42,2,RT3,三連単,1-2-5,2230,6
2026-04-02,42,2,W,ワイド,1=2,100,1
2026-04-02,42,2,W,ワイド,1=5,570,7
2026-04-02,42,2,W,ワイド,2=5,840,10
2026-04-02,42,3,SH2,二車複,5=7,11950,19
2026-04-02,42,3,ST2,二車単,5-7,21230,35
2026-04-02,42,3,RH3,三連複,3=5=7,6180,18
2026-04-02,42,3,RT3,三連単,5-7-3,57660,115
2026-04-02,42,3,W,ワイド,5=7,2580,19
2026-04-02,42,3,W,ワイド,3=5,420,8
2026-04-02,42,3,W,ワイド,3=7,1530,16
2026-04-02,42,4,SH2,二車複,1=6,1330,2
2026-04-02,42,4,ST2,二車単,1-6,3230,5
2026-04-02,42,4,RH3,三連複,1=2=6,1240,5
2026-04-02,42,4,RT3,三連単,1-6-2,10580,19
2026-04-02,42,4,W,ワイド,1=6,370,6
2026-04-02,42,4,W,ワイド,1=2,100,1
2026-04-02,42,4,W,ワイド,2=6,580,12
2026-04-02,42,5,SH2,二車複,1=4,320,2
2026-04-02,42,5,ST2,二車単,1-4,360,1
2026-04-02,42,5,RH3,三連複,1=4=6,1330,5
2026-04-02,42,5,RT3,三連単,1-4-6,2710,7
2026-04-02,42,5,W,ワイド,1=4,180,2
2026-04-02,42,5,W,ワイド,1=6,320,6
2026-04-02,42,5,W,ワイド,4=6,920,12
2026-04-02,42,6,SH2,二車複,2=3,140,1
2026-04-02,42,6,ST2,二車単,3-2,640,2
2026-04-02,42,6,RH3,三連複,2=3=7,1290,5
2026-04-02,42,6,RT3,三連単,3-2-7,7010,17
2026-04-02,42,6,W,ワイド,2=3,130,1
2026-04-02,42,6,W,ワイド,3=7,1290,12
2026-04-02,42,6,W,ワイド,2=7,540,8
2026-04-02,42,7,SH2,二車複,1=2,190,1
2026-04-02,42,7,ST2,二車単,2-1,560,3
2026-04-02,42,7,RH3,三連複,1=2=3,210,1
2026-04-02,42,7,RT3,三連単,2-1-3,1190,4
2026-04-02,42,7,W,ワイド,1=2,110,1
2026-04-02,42,7,W,ワイド,2=3,180,3
2026-04-02,42,7,W,ワイド,1=3,130,2
2026-04-02,61,1,SH2,二車複,2=5,360,2
2026-04-02,61,1,ST2,二車単,5-2,470,2
2026-04-02,61,1,RH3,三連複,1=2=5,350,1
2026-04-02,61,1,RT3,三連単,5-2-1,1440,3
2026-04-02,61,1,W,ワイド,2=5,150,2
2026-04-02,61,1,W,ワイド,1=5,130,1
2026-04-02,61,1,W,ワイド,1=2,190,3
2026-04-02,61,2,SH2,二車複,1=4,180,1
2026-04-02,61,2,ST2,二車単,4-1,680,2
2026-04-02,61,2,RH3,三連複,1=3=4,460,2
2026-04-02,61,2,RT3,三連単,4-1-3,2130,7
2026-04-02,61,2,W,ワイド,1=4,110,1
2026-04-02,61,2,W,ワイド,3=4,280,6
2026-04-02,61,2,W,ワイド,1=3,250,4
2026-04-02,61,3,SH2,二車複,2=4,570,3
2026-04-02,61,3,ST2,二車単,4-2,1450,7
2026-04-02,61,3,RH3,三連複,2=4=5,880,3
2026-04-02,61,3,RT3,三連単,4-2-5,6220,21
2026-04-02,61,3,W,ワイド,2=4,170,2
2026-04-02,61,3,W,ワイド,4=5,370,8
2026-04-02,61,3,W,ワイド,2=5,230,4
2026-04-02,61,4,SH2,二車複,4=5,1270,4
2026-04-02,61,4,ST2,二車単,4-5,3430,9
2026-04-02,61,4,RH3,三連複,1=4=5,370,2
2026-04-02,61,4,RT3,三連単,4-5-1,6530,18
2026-04-02,61,4,W,ワイド,4=5,150,2
2026-04-02,61,4,W,ワイド,1=4,150,3
2026-04-02,61,4,W,ワイド,1=5,100,1
2026-04-02,61,5,SH2,二車複,2=4,170,1
2026-04-02,61,5,ST2,二車単,2-4,160,1
2026-04-02,61,5,RH3,三連複,2=4=5,240,1
2026-04-02,61,5,RT3,三連単,2-4-5,310,1
2026-04-02,61,5,W,ワイド,2=4,110,1
2026-04-02,61,5,W,ワイド,2=5,200,3
2026-04-02,61,5,W,ワイド,4=5,250,4
2026-04-02,61,6,SH2,二車複,5=7,4680,11
2026-04-02,61,6,ST2,二車単,7-5,8380,17
2026-04-02,61,6,RH3,三連複,1=5=7,1170,5
2026-04-02,61,6,RT3,三連単,7-5-1,20270,41
2026-04-02,61,6,W,ワイド,5=7,480,9
2026-04-02,61,6,W,ワイド,1=7,130,1
2026-04-02,61,6,W,ワイド,1=5,290,6
2026-04-02,61,7,SH2,二車複,1=4,170,1
2026-04-02,61,7,ST2,二車単,4-1,370,2
2026-04-02,61,7,RH3,三連複,1=3=4,720,2
2026-04-02,61,7,RT3,三連単,4-1-3,1920,4
2026-04-02,61,7,W,ワイド,1=4,160,1
2026-04-02,61,7,W,ワイド,3=4,490,9
2026-04-02,61,7,W,ワイド,1=3,390,6
2026-04-02,61,8,SH2,二車複,3=4,2540,9
2026-04-02,61,8,ST2,二車単,4-3,5560,17
2026-04-02,61,8,RH3,三連複,2=3=4,1280,7
2026-04-02,61,8,RT3,三連単,4-3-2,10460,33
2026-04-02,61,8,W,ワイド,3=4,490,8
2026-04-02,61,8,W,ワイド,2=4,200,2
2026-04-02,61,8,W,ワイド,2=3,680,9
2026-04-02,61,9,SH2,二車複,1=2,710,2
2026-04-02,61,9,ST2,二車単,2-1,1460,3
2026-04-02,61,9,RH3,三連複,1=2=7,350,2
2026-04-02,61,9,RT3,三連単,2-1-7,3010,9
2026-04-02,61,9,W,ワイド,1=2,200,3
2026-04-02,61,9,W,ワイド,2=7,130,1
2026-04-02,61,9,W,ワイド,1=7,250,5
2026-04-02,61,10,SH2,二車複,2=4,110,1
2026-04-02,61,10,ST2,二車単,2-4,190,1
2026-04-02,61,10,RH3,三連複,1=2=4,270,2
2026-04-02,61,10,RT3,三連単,2-4-1,510,2
2026-04-02,61,10,W,ワイド,2=4,100,1
2026-04-02,61,10,W,ワイド,1=2,160,3
2026-04-02,61,10,W,ワイド,1=4,220,4
2026-04-02,61,11,SH2,二車複,1=7,2040,4
2026-04-02,61,11,ST2,二車単,1-7,3100,5
2026-04-02,61,11,RH3,三連複,1=3=7,3490,6
2026-04-02,61,11,RT3,三連単,1-7-3,14210,23
2026-04-02,61,11,W,ワイド,1=7,600,8
2026-04-02,61,11,W,ワイド,1=3,340,2
2026-04-02,61,11,W,ワイド,3=7,2230,15
2026-04-02,61,12,SH2,二車複,1=2,800,3
2026-04-02,61,12,ST2,二車単,1-2,2090,9
2026-04-02,61,12,RH3,三連複,1=2=6,10420,24
2026-04-02,61,12,RT3,三連単,1-2-6,44160,100
2026-04-02,61,12,W,ワイド,1=2,280,3
2026-04-02,61,12,W,ワイド,1=6,2100,17
2026-04-02,61,12,W,ワイド,2=6,1480,13
2026-04-03,27,1,SH2,二車複,3=7,200,1
2026-04-03,27,1,ST2,二車単,3-7,370,2
2026-04-03,27,1,RH3,三連複,3=4=7,260,1
2026-04-03,27,1,RT3,三連単,3-7-4,620,1
2026-04-03,27,1,W,ワイド,3=7,150,1
2026-04-03,27,1,W,ワイド,3=4,260,5
2026-04-03,27,1,W,ワイド,4=7,240,4
2026-04-03,27,2,SH2,二車複,1=4,2040,9
2026-04-03,27,2,ST2,二車単,4-1,5240,19
2026-04-03,27,2,RH3,三連複,1=4=6,16420,29
2026-04-03,27,2,RT3,三連単,4-1-6,75310,133
2026-04-03,27,2,W,ワイド,1=4,490,9
2026-04-03,27,2,W,ワイド,4=6,2430,21
2026-04-03,27,2,W,ワイド,1=6,1660,16
2026-04-03,27,3,SH2,二車複,4=6,1030,4
2026-04-03,27,3,ST2,二車単,4-6,1450,4
